Time,Src Address,Src Type,Src Port,Src Name,Dst Address,Dst Type,Dst Port,Dst Name,Bytes,Packets,Action,undefined
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.180.151,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.180.113,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.153.63,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.221.12.204,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.180.116,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.221.12.177,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.181.1,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.180.141,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.201.99.50,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.201.186.22,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.99.137,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.150.50.142,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.153.28,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.180.73,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.205.194.47,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.180.219,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.19.119,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.205.194.28,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.180.35,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.152.226,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.205.77.120,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.152.133,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.181.182,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.19.150,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.207.179.192,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.153.53,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.153.34,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.208.66.166,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.99.134,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.208.4.148,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.207.179.232,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.152.167,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.99.131,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.153.187,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.153.41,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.208.2.122,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.180.128,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.201.99.53,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.152.186,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.218.193.115,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.207.179.231,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.205.77.96,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.153.4,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.180.82,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.201.99.56,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.116.7.43,UnknownInternal,53582.0,,304,4,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.208.51.143,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.205.77.110,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.221.12.233,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.153.44,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.152.130,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.227.112,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.205.194.41,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.180.92,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.208.2.119,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.180.135,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.205.210.178,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.152.233,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.161.6.45,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.207.179.188,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.201.99.89,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.208.2.129,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.181.169,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.180.112,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.153.7,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.221.12.213,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.161.6.35,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.152.193,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.184.120,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.153.57,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.116.7.35,UnknownInternal,46162.0,,304,4,ACCEPT,
